confounds_tsv	confounds_sha256	subject	session	task	run	run_label	acq	dir	preproc_bold_candidates_n	brain_mask_candidates_n	bold_json_candidates_n	preproc_bold	brain_mask	bold_json	n_vols_confounds	fd_valid_n	fd_mean	fd_median	fd_p95	fd_max	pct_fd_gt_0p2	pct_fd_gt_0p5	pct_fd_gt_1p0	n_fd_gt_0p2	n_fd_gt_0p5	n_fd_gt_1p0	dvars_column_used	dvars_valid_n	dvars_mean	dvars_median	dvars_p95	dvars_max	n_motion6_cols	n_motion24_cols_present	n_cosine_cols	n_acompcor_cols	n_motion_outlier_cols	n_nonsteady_cols	n_global_signal_cols	n_wm_csf_cols	motion_outliers_n_cols	motion_outliers_n_sum	motion_outlier_volumes_n	motion_outlier_volumes_pct	nonsteady_outliers_n_cols	nonsteady_outliers_n_sum	nonsteady_volumes_n	nonsteady_volumes_pct	n_acompcor_assumed_for_dof	estimated_nuisance_cols_for_dof	estimated_dof_after_nuisance	n_vols_nifti	tr_from_bold_json	motion_flag	nuisance_burden_flag	file_flag	analysis_decision	decision_reason	keep_main	sensitivity_exclude_candidate
<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-03_desc-confounds_timeseries.tsv	afa18afc98731e1d026954d46aafc955f7fb9afbd1fef79b2adf99700f92de0c	sub-01		heatpainwithregulationandratings	3	run-03			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-03_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.json	191	190	0.19887665911013913	0.13460274578056394	0.5823116736999333	1.893410544255333	21.578947368421055	7.894736842105263	1.5789473684210527	41	15	3	std_dvars	190	1.368016952631579	1.1394155000000001	3.191482499999994	4.324745	6	24	4	32	42	0	4	8	42	42	42	21.98952879581152	0	0	0	0.0	5	75	115	191	2.0	WARN_FD_GT_0.5	WARN_OUTLIER_BURDEN	OK	KEEP_WITH_WARNING	WARN_FD_GT_0.5,WARN_OUTLIER_BURDEN,OK	True	False
<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-07_desc-confounds_timeseries.tsv	3772593a376db1fbe6962758f6a04c9b989661a942a262eb2f7a9e6b160c8c1c	sub-01		heatpainwithregulationandratings	7	run-07			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-07_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.json	191	190	0.13805197156170093	0.09379232630264644	0.3378113832262476	1.9603650471393927	10.526315789473683	2.631578947368421	0.5263157894736842	20	5	1	std_dvars	190	1.7061083	1.610588	2.9293312999999994	4.540195	6	24	4	43	108	0	4	8	108	108	108	56.54450261780105	0	0	0	0.0	5	141	49	191	2.0	OK	HIGH_OUTLIER_BURDEN,SEVERE_LOW_ESTIMATED_DOF	OK	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	OK,HIGH_OUTLIER_BURDEN,SEVERE_LOW_ESTIMATED_DOF,OK	True	True
<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-03_desc-confounds_timeseries.tsv	f9bd929720d82473e91278e1ea1e8a3eb088bafd2ccea751dbb189a7a6713d5e	sub-02		heatpainwithregulationandratings	3	run-03			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-03_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.json	191	190	0.11605466550220198	0.1001153817533801	0.24059499528384468	0.395471711295933	12.105263157894736	0.0	0.0	23	0	0	std_dvars	190	1.3194298263157895	1.1102414999999999	2.634748199999998	4.120204	6	24	4	49	29	0	4	8	29	29	29	15.18324607329843	0	0	0	0.0	5	62	128	191	2.0	OK	OK	OK	KEEP	OK	True	False
<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-07_desc-confounds_timeseries.tsv	3792fd76ca3d023a6cd8aed826110a5ae5e059b1945297bc5a055d7ae0f528b4	sub-02		heatpainwithregulationandratings	7	run-07			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-07_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.json	191	190	0.26828377726084734	0.19295595271125043	0.7692139714005826	1.311965945045666	46.8421052631579	10.526315789473683	1.5789473684210527	89	20	3	std_dvars	190	1.1509980684210528	0.991461	2.3771222999999995	4.305902	6	24	4	23	28	0	4	8	28	28	28	14.659685863874344	0	0	0	0.0	5	61	129	191	2.0	WARN_FD_MEAN,BAD_FD_GT_0.5	OK	OK	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	WARN_FD_MEAN,BAD_FD_GT_0.5,OK,OK	True	True
<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-03_desc-confounds_timeseries.tsv	a233d640e7df0c179ded70159cf6d25590679560d1d402b9b70db3f63c8a0ba8	sub-03		heatpainwithregulationandratings	3	run-03			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-03_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.json	191	190	0.13736992183957072	0.111512714327273	0.3003824983223308	0.4872820502390572	15.789473684210526	0.0	0.0	30	0	0	std_dvars	190	1.4759606684210527	1.2363795	3.1241275499999994	5.069177	6	24	4	41	43	0	4	8	43	43	43	22.5130890052356	0	0	0	0.0	5	76	114	191	2.0	OK	WARN_OUTLIER_BURDEN	OK	KEEP_WITH_WARNING	OK,WARN_OUTLIER_BURDEN,OK	True	False
<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-07_desc-confounds_timeseries.tsv	f3dfdfb01711d1c067f80b8737e6ff3e29687ba68561065551039b4b9b4b0578	sub-03		heatpainwithregulationandratings	7	run-07			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-07_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.json	191	190	0.26520911411223447	0.18062937128693168	0.7069750048159918	2.604987056837148	45.78947368421053	9.473684210526317	2.1052631578947367	87	18	4	std_dvars	190	1.2488908842105264	1.0874104999999998	2.424742449999997	4.11122	6	24	4	29	42	0	4	8	42	42	42	21.98952879581152	0	0	0	0.0	5	75	115	191	2.0	WARN_FD_MEAN,WARN_FD_GT_0.5,WARN_FD_MAX	WARN_OUTLIER_BURDEN	OK	KEEP_WITH_WARNING	WARN_FD_MEAN,WARN_FD_GT_0.5,WARN_FD_MAX,WARN_OUTLIER_BURDEN,OK	True	False
<PROJECT_ROOT>/derivatives/fmriprep/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-03_desc-confounds_timeseries.tsv	863665e3ed3c01a9190bc5ce4317b781cd8a00e6bb8c10589e05b9ee1b90173f	sub-04		heatpainwithregulationandratings	3	run-03			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-03_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.json	191	190	0.25157696935890866	0.15913653247692705	0.7236531295646268	2.878797500834482	35.26315789473684	9.473684210526317	2.1052631578947367	67	18	4	std_dvars	190	1.3840805842105266	1.288563	2.2471455499999977	3.29007	6	24	4	41	39	0	4	8	39	39	39	20.418848167539267	0	0	0	0.0	5	72	118	191	2.0	WARN_FD_MEAN,WARN_FD_GT_0.5,WARN_FD_MAX	WARN_OUTLIER_BURDEN	OK	KEEP_WITH_WARNING	WARN_FD_MEAN,WARN_FD_GT_0.5,WARN_FD_MAX,WARN_OUTLIER_BURDEN,OK	True	False
<PROJECT_ROOT>/derivatives/fmriprep/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-07_desc-confounds_timeseries.tsv	ef29ae0c0ad359c3384edfe10346d165a14af3d72f92a8dcc8b6941feb57cea3	sub-04		heatpainwithregulationandratings	7	run-07			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-07_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.json	191	190	0.47832772552865804	0.2363487942664301	1.6677127764250117	4.953751309570592	57.36842105263158	22.63157894736842	8.947368421052632	109	43	17	std_dvars	190	1.471224052631579	1.262778	2.8724307999999996	3.870497	6	24	4	31	67	0	4	8	67	67	67	35.07853403141361	0	0	0	0.0	5	100	90	191	2.0	BAD_FD_MEAN,BAD_FD_GT_0.5,WARN_FD_MAX	HIGH_OUTLIER_BURDEN,WARN_LOW_ESTIMATED_DOF	OK	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	BAD_FD_MEAN,BAD_FD_GT_0.5,WARN_FD_MAX,HIGH_OUTLIER_BURDEN,WARN_LOW_ESTIMATED_DOF,OK	True	True
<PROJECT_ROOT>/derivatives/fmriprep/sub-05/func/sub-05_task-heatpainwithregulationandratings_run-03_desc-confounds_timeseries.tsv	74f8a696e3253d97785c46550168b30d8fe55507abdfb6337ff323931857f8e1	sub-05		heatpainwithregulationandratings	3	run-03			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-05/func/sub-05_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-05/func/sub-05_task-heatpainwithregulationandratings_run-03_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-05/func/sub-05_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.json	191	190	0.11517479746612751	0.10887731673725914	0.20831330366416267	0.2866668887592437	5.7894736842105265	0.0	0.0	11	0	0	std_dvars	190	1.5463793842105265	1.4415015000000002	2.268212149999999	5.144135	6	24	4	46	69	0	4	8	69	69	69	36.12565445026178	0	0	0	0.0	5	102	88	191	2.0	OK	HIGH_OUTLIER_BURDEN,WARN_LOW_ESTIMATED_DOF	OK	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	OK,HIGH_OUTLIER_BURDEN,WARN_LOW_ESTIMATED_DOF,OK	True	True
<PROJECT_ROOT>/derivatives/fmriprep/sub-05/func/sub-05_task-heatpainwithregulationandratings_run-07_desc-confounds_timeseries.tsv	a75a4221d2b22956a914957906fda47cd42885e03f1fe788e63ee1a3f587225b	sub-05		heatpainwithregulationandratings	7	run-07			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-05/func/sub-05_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-05/func/sub-05_task-heatpainwithregulationandratings_run-07_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-05/func/sub-05_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.json	191	190	0.12767399634712423	0.12105241716860225	0.23384109904595718	0.3506820706637847	10.0	0.0	0.0	19	0	0	std_dvars	190	1.383144384210526	1.1661015	2.9138595999999968	4.182257	6	24	4	53	38	0	4	8	38	38	38	19.895287958115183	0	0	0	0.0	5	71	119	191	2.0	OK	OK	OK	KEEP	OK	True	False
