subject	run	run_label	bold_smoothed	bold_unsmoothed	brain_mask	confounds_raw	analysis_decision	sensitivity_exclude_candidate	motion_flag	nuisance_burden_flag	file_flag	fd_mean	fd_max	pct_fd_gt_0p5	motion_outlier_volumes_pct	estimated_dof_after_nuisance_qc	n_vols	tr	events_run_duration_s	events_max_event_offset_s	events_min_event_onset_s	events_n_negative_onsets	events_n_events_after_run_plus_tolerance	events_timing_ok	n_trials_behavior	n_events_long	n_events_stim	events_long	events_stim	confounds_n_rows	confounds_n_cols	confounds_rank	confounds_condition_number	estimated_dof_after_confounds	estimated_dof_after_confounds_basic_task	confounds_rows_match_nvols	confounds_glm	confounds_glm_json	confound_strategy	confounds_include_cosine	confounds_n_acompcor	confounds_spike_mode	confounds_fd_spike_threshold	confounds_include_nonsteady	confounds_fd_spikes_used_n	confounds_fmriprep_spikes_available_n	confounds_fmriprep_spikes_used_n	confounds_nonsteady_used_n	pre_glm_flag	pre_glm_decision	status
sub-01	1	run-01	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-01_desc-confounds_timeseries.tsv	KEEP_WITH_WARNING	False	OK	WARN_OUTLIER_BURDEN	OK	0.1238630510781418	1.0965838803516106	1.9230769230769231	24.401913875598087	123	209	2.0	418.0	408.773	10.216	0	0	True	11	22	11	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-01/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-01/events_stim.tsv	209	35	35	60.24840245158279	173	169	True	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-01/confounds_standard.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-01/confounds_standard.json	standard	False	5	fd05	0.5	True	4	51	0	0	OK	READY	OK
sub-01	2	run-02	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-02_desc-confounds_timeseries.tsv	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	OK	HIGH_OUTLIER_BURDEN,WARN_LOW_ESTIMATED_DOF	OK	0.1614945554034162	1.5523346460803988	4.326923076923077	51.19617224880383	67	209	2.0	418.0	410.768	10.216000000000008	0	0	True	11	22	11	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-02/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-02/events_stim.tsv	209	40	40	117.68246121867038	168	164	True	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-02/confounds_standard.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-02/confounds_standard.json	standard	False	5	fd05	0.5	True	9	107	0	0	OK	READY	OK
sub-01	3	run-03	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-03_desc-confounds_timeseries.tsv	KEEP_WITH_WARNING	False	WARN_FD_GT_0.5	WARN_OUTLIER_BURDEN	OK	0.1988766591101391	1.893410544255333	7.894736842105263	21.98952879581152	115	191	2.0	382.0	374.50299999999993	10.216000000000008	0	0	True	10	20	10	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-03/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-03/events_stim.tsv	191	46	46	368.2216643560825	144	140	True	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-03/confounds_standard.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-03/confounds_standard.json	standard	False	5	fd05	0.5	True	15	42	0	0	OK	READY	OK
sub-01	4	run-04	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-04_desc-confounds_timeseries.tsv	KEEP	False	OK	OK	OK	0.1367230112842614	1.0090806306119393	3.3653846153846154	12.91866028708134	147	209	2.0	418.0	407.7929999999999	10.215999999999894	0	0	True	11	22	11	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-04/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-04/events_stim.tsv	209	38	38	137.06497836628157	170	166	True	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-04/confounds_standard.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-04/confounds_standard.json	standard	False	5	fd05	0.5	True	7	27	0	0	OK	READY	OK
sub-01	5	run-05	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-05_desc-confounds_timeseries.tsv	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	WARN_FD_MEAN,BAD_FD_GT_0.5,WARN_FD_MAX	WARN_OUTLIER_BURDEN	OK	0.2956433723760698	3.0020828201735816	12.01923076923077	28.708133971291865	109	209	2.0	418.0	408.72399999999993	10.215999999999894	0	0	True	11	22	11	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-05/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-05/events_stim.tsv	209	61	61	367.81024841750207	147	143	True	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-05/confounds_standard.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-05/confounds_standard.json	standard	False	5	fd05	0.5	True	25	60	0	5	OK	READY	OK
sub-01	6	run-06	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-06_desc-confounds_timeseries.tsv	KEEP_WITH_WARNING	False	WARN_FD_GT_0.5,WARN_FD_MAX	WARN_OUTLIER_BURDEN	OK	0.1968380353656947	3.282670755666233	5.769230769230769	33.97129186602871	103	209	2.0	418.0	410.752	10.217000000000098	0	0	True	11	22	11	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-06/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-06/events_stim.tsv	209	43	43	1103.4649224411964	165	161	True	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-06/confounds_standard.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-06/confounds_standard.json	standard	False	5	fd05	0.5	True	12	71	0	0	OK	READY	OK
sub-01	7	run-07	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-07_desc-confounds_timeseries.tsv	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	OK	HIGH_OUTLIER_BURDEN,SEVERE_LOW_ESTIMATED_DOF	OK	0.1380519715617009	1.9603650471393927	2.631578947368421	56.54450261780105	49	191	2.0	382.0	373.5050000000001	10.215999999999894	0	0	True	10	20	10	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-07/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-07/events_stim.tsv	191	36	36	98.07654967738813	154	150	True	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-07/confounds_standard.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-07/confounds_standard.json	standard	False	5	fd05	0.5	True	5	108	0	0	OK	READY	OK
sub-01	8	run-08	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-08_desc-confounds_timeseries.tsv	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	OK	HIGH_OUTLIER_BURDEN,WARN_LOW_ESTIMATED_DOF	OK	0.105795352561353	1.2396275719238334	1.4423076923076923	36.36363636363637	98	209	2.0	418.0	406.8119999999999	10.215999999999894	0	0	True	11	22	11	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-08/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-08/events_stim.tsv	209	34	34	241.07618162881033	174	170	True	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-08/confounds_standard.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-08/confounds_standard.json	standard	False	5	fd05	0.5	True	3	76	0	0	OK	READY	OK
sub-01	9	run-09	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-01/func/sub-01_task-heatpainwithregulationandratings_run-09_desc-confounds_timeseries.tsv	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	OK	HIGH_OUTLIER_BURDEN,SEVERE_LOW_ESTIMATED_DOF	OK	0.1189472697680673	1.477572043273012	1.9230769230769231	62.20095693779905	44	209	2.0	418.0	408.75700000000006	10.215999999999894	0	0	True	11	22	11	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-09/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-09/events_stim.tsv	209	35	35	160.01119052338476	173	169	True	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-09/confounds_standard.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-01/run-09/confounds_standard.json	standard	False	5	fd05	0.5	True	4	130	0	0	OK	READY	OK
sub-02	1	run-01	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-01_desc-confounds_timeseries.tsv	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	WARN_FD_MAX	HIGH_OUTLIER_BURDEN,WARN_LOW_ESTIMATED_DOF	OK	0.162652773612981	2.1989668048847504	2.403846153846154	57.41626794258373	54	209	2.0	418.0	410.785	10.216	0	0	True	11	22	11	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-01/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-01/events_stim.tsv	209	36	36	188.7901392353963	172	168	True	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-01/confounds_standard.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-01/confounds_standard.json	standard	False	5	fd05	0.5	True	5	120	0	0	OK	READY	OK
